sentimen,tweet,tweet_clean
positif,"Bener setelah kampanye rakyat membantu sukarela dg menyumbangkan dana buat perjuangan prabowo sandi, insyaAllah setelah jadi gantian gaji mereka disumbangkan seluruhnya utk rakyat tentu setelah dipotong pajak dongðŸ˜",bener kampanye rakyat bantu sukarela dg sumbang dana juang prabowo sandi insyaallah ganti gaji sumbang rakyat potong pajak
negatif,"Yang menjelekkan siapa dulu bong?aku akankah baik jika saling menghargai,yapi kenapa selalu menghujat yg beda pklihan,semoga kalo kalian kelaparan ngga disuruh presiden kalian makan dengan mobile legend",jelek bong harga yapi hujat beda pklihan moga kalo lapar nggak suruh presiden makan mobile legend
positif,Seharusnya Pak Prabowo ga boleh ngomong seperti itu.. Presiden dari jaman Soekarno sampai Pak SBY itu semua punya jasa besar bagi negara ini...Harus kita hargai jasa2 beliau.,prabowo nggak ngomong presiden jaman soekarno sby jasa negara harga jasa2 beliau
positif,"@jokowi @prabowo pak,siapapun yg jadi presiden,gaji nya ambil saja. Wong itu hak njenengan. Yang penting kerja njenengan pas jadi presiden itu!  https://twitter.com/tempodotco/status/1117254406846631937Â â€¦",@jokowi @prabowo presiden gaji ambil hak njenengan kerja njenengan pas presiden
positif,Siapa yg mau bayar gajinya? Wong #jokowi presidennya 2019 -2024ðŸ¤ªðŸ¤ª,bayar gaji #jokowi presiden
positif,PDIP punya karisma tersendiri Melindungi .mengayomi.  Menegakkan keadilan  Memberantas korupsi  Mengutamakan kepentingan umum  Memjunjung tinggi  Idiologi.Pancasila  UUD.45 .NKRI harga mati. Membangun demokrasi  Yang merata. seadil adilnya  Mendukung sepenuhnya Bpk Jokowi Amin.  https://twitter.com/subangkitz/status/1117108056637050880Â â€¦,pdip karisma sendiri lindung ayom tegak adil berantas korupsi utama penting memjunjung idiologi pancasila uud nkri harga mati bangun demokrasi rata adil adil dukung sepenuh bpk jokowi amin
negatif,"kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY",salah arah ekonomi akibat deindustrialisasi salah presiden presiden jokowi ekonomi indonesia jokowi tuh ngehoaks salah presiden #prabowosalahkansby
netral,game bagus buat ekonomi gak bagus buat kejiawaan,game bagus ekonomi nggak bagus kejiawaan
negatif,Mungkin pak jokowi waktu kuliah di UGM belajar ekonomi pernyungsepan jadi dia terapkan saat jadi presiden.. ternyata terbukti nyungsepnya..,jokowi kuliah ugm ajar ekonomi pernyungsepan terap presiden bukti nyungsepnya
netral,"E-sport emang bisnis besar, tapi lo perhatiin juga negara developer game e-sport itu rata2 pondasi ekonomi kerakyatan negaranya udah bagus.dan kebanyakan dari mereka nggak terlalu membutuhkan dukungan pemerintah sudah bisa membesarkan dirinya. Contoh PRC, Taiwan, Singapore, dll",e sport emang bisnis lo perhatiin negara developer game e sport rata2 pondasi ekonomi rakyat negara udah bagus banyak nggak terlalu butuh dukung perintah besar contoh prc taiwan singapore dll
negatif,Wkwk kasian banget si loe.. Biar kepilih janjiin dlu ðŸ˜‚ðŸ˜‚ðŸ˜‚ kaga digaji lagi ðŸ˜‚ðŸ˜‚ðŸ˜‚ maksain banget @prabowo @sandiuno https://twitter.com/JKFC23456789/status/1117135677605343232Â â€¦,wkwk kasi banget si loe biar pilih janjiin dlu kaga gaji maksain banget @prabowo @sandiuno
positif,"....Indah nya ketika ke Venue, bergandengan tangan.... Sangat menghargai yg sepuh... Tapi sayang nya Maju sendiri.... Sedih, tiang sepuh dibegitukan....",indah venue gandeng tangan sangat harga sepuh sayang maju sedih tiang sepuh begitu
positif,"Berpikirnya masih sebatas micro. Belum mampu berpikir yg macro,,, Ketika beranjak ke macro dy harus jual berapa saham nya. Dari pada harus habis sahamnya makanya om sandi tetap di kelas micro aja.  Jadi belum bisa menandingi ilmu ekonomi nya pak jokowi . #17AprilCoblosJokowiAmin",pikir batas micro belum pikir macro anjak macro dy jual saham habis saham om sandi kelas micro belum tanding ilmu ekonomi jokowi #17aprilcoblosjokowiamin
positif,"kalau harga pangan akan diturunkan harganya oleh 02,petani,nelayan,peternak akan bangkrut,krn biaya produksi lbh tinggi drpd harga jual.Ayo petani,peternak,nelayan dll,pilih 01 Jokowi Amin, harga2 stabil dan terjangkau,real price..!",harga pangan turun harga tani nelayan ternak bangkrut biaya produksi lbh drpd harga jual ayo tani ternak nelayan dll pilih jokowi amin harga2 stabil jangkau real price
netral,"Prabowo janji kalau jadi Presiden gak akan ambil gaji.  Dia mau mencontoh akhlak 1.400 karyawannya di PT Kiani, yang sudah bertahun-tahun gak ambil gaji juga.",prabowo janji presiden nggak ambil gaji contoh akhlak karyawannya pt kiani tahun nggak ambil gaji
positif,"Kartu pra kerja scr tdk lgsg jokowi mengakui loker emang sulit Kartu sembako murah juga krn jokowi sadar harga pangan pd naik, ngoahahaha",kartu pra kerja scr tidak lgsg jokowi aku loker emang sulit kartu sembako murah jokowi sadar harga pangan pd ngoahahaha
positif,"Insyaallah kedepan petani lebih sejahteraan sebab jokowi sudah menyediakan segala infastruktur irigasi dan embong diseluruh tanah air, dan bisa menekan import beras, selama era jokowi harga beras sudah stabil, harga bawah 8000, harga atas 13000. Belum ada dalam sejarah bangsa ini",insyaallah depan tani lebih sejahtera jokowi sedia infastruktur irigasi embong seluruh tanah air tekan import beras era jokowi harga beras stabil harga harga belum sejarah bangsa
positif,"Pak Probowo tidak masalah dengan itu semua. Tapi masalah ekonomi, masalah kesejahteraan itu dianggap lebih penting. Dia telah berpihak kepada rakyat.   Mestinya kamu bangga dan ikut pilih Pak Prabowo.",probowo tidak ekonomi sejahtera anggap lebih pihak rakyat mesti bangga pilih prabowo
negatif,"Prabowo meminta kita untuk mencontoh negara China, tapi pendukungnya menggoreng isu anti aseng.  SandiwaraUno memandang ekonomi Makro spt ekonomi ibu siska, ibu Cicih, ibu Dedeh...  HRS ..  Stresss dia kak Emma.",prabowo contoh negara china dukung goreng isu anti aseng sandiwarauno pandang ekonomi makro spt ekonomi siska cicih dedeh hrs stresss kak emma
netral,Ini Beda Visi Misi Ekonomi Jokowi-Ma'ruf dan Prabowo-Sandi #pilpres2019 #jokowimaruf #prabowosandi https://www.inews.id/finance/makro/ini-beda-visi-misi-ekonomi-jokowi-maruf-dan-prabowo-sandi/515549/?utm_source=Twitter&utm_medium=Social&utm_campaign=socialmediaÂ â€¦,beda visi misi ekonomi jokowi ma ruf prabowo sandi #pilpres2019 #jokowimaruf #prabowosandi
negatif,"Harga diri kampret cuma sebatas kaos ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…rela panas2an, macet2an demi bisa hadir dan berfoto di kampanye JokowiðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜… pernah gak kita liat ada cebong hadir dan berfoto di kampanye wowo? NEVER ðŸ–•ðŸ˜€ðŸ˜…ðŸ˜…ðŸ˜…",harga kampret batas kaos rela panas2an macet2an hadir foto kampanye jokowi nggak liat cebong hadir foto kampanye wowo never
positif,"Ini baru mantab ðŸ˜Ž kita butuh pemimpin yg sudah selesai dgn dirinya sendiri, mereka berdua sudah mapan tajir mlintir tdk butuh gaji ðŸ˜†",mantab butuh pimpin selesai dua mapan tajir mlintir tidak butuh gaji
negatif,"Jangan percaya dgn janji calon pemimpin yg tidak akan ambil gaji...krn gaji sekarang tdk diambil,tp dgn cara ditransfer ke rekening.Ayo pilih yg menang 01 Jokowi Amin..!",percaya janji calon pimpin tidak ambil gaji gaji tidak ambil transfer rekening ayo pilih menang jokowi amin
netral,"Daftar Janji Prabowo-Sandi, Gaji PNS hingga Dirikan KPK Daerah  https://www.jawapos.com/nasional/politik/14/04/2019/daftar-janji-prabowo-sandi-gaji-pns-hingga-dirikan-kpk-daerah/Â â€¦",daftar janji prabowo sandi gaji pns diri kpk daerah
netral,"BPN: Prabowo-Sandi akan bangun 1,5 juta rumah untuk pulihkan ekonomi - ANTARA News  https://m.antaranews.com/berita/829567/bpn-prabowo-sandi-akan-bangun-15-juta-rumah-untuk-pulihkan-ekonomiÂ â€¦",bpn prabowo sandi bangun juta rumah pulih ekonomi news
positif,Pak jokowi sudah berusaha agar ekonomi kita maju rakyat sejahtera dengan adanya Dana Desa. Pak probowo dan pak sandi hanya teori saja belum bisa terjun langsung kelapangan.  Capres dan cawapres dari 1 partai. Partai pendukung dikemanakan...  #JokowiDILANjutkanLagi,jokowi usaha ekonomi maju rakyat sejahtera dana desa probowo sandi teori belum terjun langsung lapang capres cawapres partai partai dukung mana #jokowidilanjutkanlagi
negatif,"[TOLONG JELASKAN] Kalau SIM dan STNK seumur hidup, pajak dan penghasilan negara diperoleh dari mana ya, Pak? @prabowo",tolong sim stnk umur hidup pajak hasil negara oleh ya @prabowo
positif,Dengan niat yang tulus kami relawan di daerah siap menangkan Jokowi-Amin dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi,niat tulus rawan daerah menang jokowi amin jadi moment #mulaiputihkangbk tragedi paling harga bangsa negara #2019balijoin #2019tetapjokowi
positif,"Jika Prabowo dan Sandiaga jadi presiden dan wakil presiden, mereka akan memberikan gaji mereka kpd kaum dhuafa.  Jika gaji mereka digabungkan, dalam sebulan mereka akan mensedekahkan sebesar hampir 300 juta perbulan atau 3.6 miliar pertahun!  Berapa banyak dhuafa yg terbantu?",prabowo sandiaga presiden wakil presiden gaji kpd kaum dhuafa gaji gabung bulan sedekah juta bulan miliar tahun dhuafa bantu
negatif,"Saya mendengar keluh kesah Bapak Supardi di Cilebut, beliau mengeluhkan harga tiket JKT48 yg mahal. Namun itu bukan salah Pak Jokowi, itu salah presiden-presiden sebelumnya.",dengar keluh kesah supardi cilebut beliau keluh harga tiket jkt48 mahal bukan salah jokowi salah presiden presiden
negatif,Bang.... 5% dr GDP yg dihitung Jokowi ttg penerimaan pajak apa benar 750 T?,bang gdp hitung jokowi ttg terima pajak t
positif,"Mbak ini ekonomi yang ditopik jokowi pas itu ekonomi makro, yg dibahas udah derivatif ketiga, udh rata2 laju inflasi uang, bukan sekedar rakyat bisa beli spp ato gk.   Klw mikirnya cuma sandang pangan papan Indonesia kapan majunya.",mbak ekonomi topik jokowi pas ekonomi makro bahas udah derivatif tiga udh rata2 laju inflasi uang bukan dar rakyat beli spp ato nggak klw mikirnya sandang pangan papan indonesia maju
negatif,"Tp kata pak prabowo kesalahan ekonomi bukan pada jokowi tp kesalahan presiden ssbelum jokowi,  siapa ya presiden sebelum jokowi yg d maksud prabowo?????  Mikir keras",prabowo salah ekonomi bukan jokowi salah presiden ssbelum jokowi ya presiden jokowi d maksud prabowo mikir keras
netral,"Direktur Riset SMRC, Deni Irvani mengatakan, hasil survei juga menemukan beberapa faktor yg mempengaruhi elektabilitas Jokowi. Antara lain kinerja Jokowi, kualitas personal Jokowi, kondisi ekonomi dan keamanan.    https://www.voaindonesia.com/a/survei-smrc-elektabilitas-jokowi-unggul-belasan-persen-dari-prabowo/4873210.htmlÂ â€¦",direktur riset smrc den irvani hasil survei temu faktor pengaruh elektabilitas jokowi kerja jokowi kualitas personal jokowi kondisi ekonomi aman
positif,"Prabowo Sandi siap bekerja mengabdi pd Rakyat, ini dibuktikan beliau tidak akan menerima gaji serupiahpun..",prabowo sandi abdi pd rakyat bukti beliau tidak terima gaji rupiah
negatif,"Menyusun sendi ekonomi itu dari yg kecil dulu mikro, jgn bicara makro, pembangunan jor-joran infastuktur tanpa mempedulikan usaha mikro sama aja bohong, ujung2 nya Import, dan ini yg tidak dilakukan Jokowi selama 4.5 tahun",susun sendi ekonomi mikro jgn bicara makro bangun jor joran infastuktur tanpa peduli usaha mikro bohong ujung2 import tidak jokowi
positif,"kenapa jokowi berani naikin anggaran infra besar2an, karena anggaran subsidi energi turun besar2an juga, harga minyak dunia sedang turun saat jokowi memimpin, saat yg tepat buat gak manjain rakyat, tanpa anggaran subsidi energi yg turun jokowi mustahil bisa naikin anggaran infra.",jokowi berani naikin anggar infra besar2an anggar subsidi energi turun besar2an harga minyak dunia turun jokowi pimpin nggak manjain rakyat tanpa anggar subsidi energi turun jokowi mustahil naikin anggar infra
negatif,"Prabowo itu ngaku nasionalis tapi salah kaprah, ngomong kegedean mo korban jiwa raga segala, tapi selama ini dia sendiri diam di rumah mewah, dengan kuda-kuda mahal, punya karyawan yang gajinya gak dibayar2   Patriot ndasmulah",prabowo ngaku nasionalis salah kaprah ngomong gede mo korban jiwa raga diam rumah mewah kuda kuda mahal karyawan gaji nggak dibayar2 patriot ndasmulah
netral,Sandi : TPS (Tusuk Prabowo Sandi) dan Tidak Akan Mengambil Gaji Serupiah-pun..Di dunia cuma ada 5 Kepala negara yg tidak mau di gaji..Prabowo-Sandi yg ke-6 dan satu2-nya di Asia Tenggara..,sandi tps tusuk prabowo sandi tidak ambil gaji rupiah dunia kepala negara tidak gaji prabowo sandi satu2 asia tenggara
negatif,"PKS mau bebasin pajak kendaraan, tapi capres nya pengen naikin tax ratio. Pajak mana yg bakal dikorbankan untuk nutupin pembebasan pajak kendaraan ??",pks bebasin pajak kendara capres ken naikin tax ratio pajak korban nutupin bebas pajak kendara
negatif,Mebeeel piyeeee paak.. sepiii raaa? Prabowo menang mebelmu.. mebelku.. kabeh pedagang mebeel rameee dagangane.. ekonomine apik.. wong do tukuu penak.. dodolan mebel jaman jokowii ngeluu siraah.. jaman SBY jooss gandooss...,mebeeel piyeee paak sepiii raaa prabowo menang mebel mebel kabeh dagang mebeel rameee dagangane ekonomine apik do tukuu penak dodol mebel jaman jokowii ngeluu siraah jaman sby jooss gandooss
netral,"Sandi Janji Tak Ambil Gaji, Prabowo: Kita Ingin Mengabdi -  http://siaga.id/2019/04/sandi-janji-tak-ambil-gaji-prabowo-kita-ingin-mengabdi/Â â€¦ pic.twitter.com/DB6pP0AhzB",sandi janji tak ambil gaji prabowo abdi pic twitter com db6pp0ahzb
netral,"Menang Pilpres 2019, Prabowo-Sandi Janji Tak Ambil Gaji  #17AprilPrabowoPresidenRI https://bisnis.tempo.co/read/1195559/menang-pilpres-2019-prabowo-sandi-janji-tak-ambil-gaji?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",menang pilpres prabowo sandi janji tak ambil gaji #17aprilprabowopresidenri
negatif,Prabowo bahas ekonomi negara ehh Si Jae malah bahas mobel lejen Suka sedih akutu ): #TusukPrabowoSandi,prabowo bahas ekonomi negara ehh si jae bahas mobel lejen suka sedih akutu #tusukprabowosandi
negatif,"Exactly the same, keluargaku juga bilang gaji gak bakal di naikin lagi buat pns kalo jokowi lagi. Sesungguhnya mereka cuma memikirkan diri sendiri dan hidup mereka, tanpa memikirkan bahwa di Indonesia bukan cuma ada pns. Lalu memakai kata kata ""rakyat Indonesia"".",exactly the same keluarga bilang gaji nggak naikin pns kalo jokowi sungguh pikir hidup tanpa pikir indonesia bukan pns pakai rakyat indonesia
negatif,Perekonomian hancur gara2 presiden2 terdahulu bukan salah pak pak @jokowi #PrabowoSalahkanSBY pic.twitter.com/VIk1bqUmVb,ekonomi hancur gara2 presiden2 bukan salah @jokowi #prabowosalahkansby pic twitter com vik1bqumvb
positif,"Jika negara dipimpin oleh orang yg ahli Strategi Pertahanan Militer bersanding dengan Ahli Ekonomi, INSYA ALLAH....akan terwujud Negara yang Berdaulat, Adil dan Makmur. #17April2019PeoplePower #PrabowoSandiPresiden #2019GantiPresiden",negara pimpin orang ahli strategi tahan militer sanding ahli ekonomi insya allah wujud negara daulat adil makmur #17april2019peoplepower #prabowosandipresiden #2019gantipresiden
negatif,"Pantesan dia bilang ""DIA GAMAU AMBIL GAJINYA"" TERNYATA BUAT LUNASIN INI  TOE MA AMANG BAGAK DO HATAMI,ASA UNANG TERSAKITI RAKYAT NA MAMILLIT HO  SALAM WARAS MA SIAN AU JOKOWI 2 PERIODE  https://www.facebook.com/100008022408138/posts/2323942561216468/Â â€¦",pantesan bilang gamau ambil gaji lunasin toe ma amang bagak do hatami asa unang sakit rakyat na mamillit ho salam waras ma sian au jokowi periode
negatif,"Min...blgin pakde mu, makany baca buku yg bermanfaat.....jgn main game mobile legend aja... ga geli lu smalam denger dia ngasih "" kuliah "" ekonomi makro ngasal? ðŸ˜‚",min blgin pakde mu makany baca buku manfaat jgn main game mobile legend nggak geli lu smalam denger ngasih kuliah ekonomi makro ngasal
negatif,"Selama 4,5 tahun pak jokowi persiden tdk melakukan tekanan yg cukup keras me menteri2 ekonomi terutama sri muliani...mestinya tanya menteri2 kenapa bnyk pembangunan infrastruktur triliunan uang dibenamkan...tapi pertumbuhan hanya 5% ?? Saya bisa jawab..  https://twitter.com/detikcom/status/1117106705337409538Â â€¦",jokowi persiden tidak tekan keras me menteri2 ekonomi sri muliani mesti menteri2 bnyk bangun infrastruktur triliun uang benam tumbuh
negatif,Anak kecanduan game kok yg disalahin pemerintah. Yg salah hrsny siapa hayoo? Konteks Pak Jokowi bukan kecanduan game. Tapi mau majuin ekonomi skr buanyaakk banget alternatif bidang usahanya. Harusnya walaupun udah emak2 pemahaman konteks n wawasannya tetep dijaga ya Bu..,anak candu game disalahin perintah salah hrsny hayoo konteks jokowi bukan candu game majuin ekonomi skr buanyaakk banget alternatif bidang usaha udah emak2 paham konteks n wawas tetep jaga ya bu
netral,"Di Dunia cuma ada 5 yg tidak di gaji jadi kepala negara, dan yg ke 6 Prabowo-Sandi... #TusukPrabowoSandi",dunia tidak gaji kepala negara prabowo sandi #tusukprabowosandi
netral,Ekonomi makro dan mikro jokowi  pic.twitter.com/WwMldV566C,ekonomi makro mikro jokowi pic twitter com wwmldv566c
netral,Prabowo Sebut Ekonomi Indonesia Salah Arah Kesalahan PresidenÂ Terdahulu  https://nawacitapost.com/prabowo-sebut-ekonomi-indonesia-salah-arah-kesalahan-presiden-terdahulu/Â â€¦ pic.twitter.com/BvGQiLiDvt,prabowo ekonomi indonesia salah arah salah presiden pic twitter com bvgqilidvt
negatif,Bagaimana menurut anda terkait pernyataan prabowo yg bilang Indonesia harus mencontoh perekonomian di china? Bagaimana analisis underwhat condition-nya? Terus empirical mechanism-nya bagaimana? Temporal location bagaiamana?Mohon dijawab ya siapa tau keluar pas uas wkwkwk,kait nyata prabowo bilang indonesia contoh ekonomi china analisis underwhat condition empirical mechanism temporal location bagaiamana mohon ya tau pas uas wkwkwk
negatif,"Iya tuh,,,  Tp yg lucu cerita ekonomi,,, Makro dan mikro,,  eh pak prabowo gk ngertu blas,,, bang sandi ngerti tp yg di contohin tetep emak2 ,,,,,",iya tuh lucu cerita ekonomi makro mikro eh prabowo nggak ngertu blas bang sandi ngerti contohin tetep emak2
netral,"Prabowo-sandi jika terpilih  gajinya tidak akan di ambil, tapi akan di sumbangkan ke kaum duafa",prabowo sandi pilih gaji tidak ambil sumbang kaum duafa
positif,"kami para pemain Mobile Legend dan PUBG seindonesia mendukung penuh pak jokowi menjadi presiden e-sport, karena hanya bapak yang peduli pada nasib kami, mudah-mudahan harga diamond, UC, menjadi murah terjangkau oleh...  https://www.facebook.com/zusaronly/posts/10205800802456668Â â€¦",main mobile legend pubg indonesia dukung penuh jokowi presiden e sport peduli nasib mudah mudah harga diamond uc murah jangkau
negatif,"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  https://bit.ly/2DgcEp3Â   Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",om wowo sebut salah arah ekonomi indonesia tidak salah @jokowi presiden presiden kacau #prabowosalahkansby @bocahsosmed @sukangetweet @saaebunglon
negatif,"The real Duo plonga plongo, ngurus negara mau pake ekonomi mikro kelas rumah tangga. Makanya Mandala Airlines bangkrut, Pabrik kertas di Berau bangkrut juga",the real duo plonga plongo ngurus negara pake ekonomi mikro kelas rumah tangga mandala airlines bangkrut pabrik kertas rau bangkrut
positif,Jokowi Optimis Indonesia Masuk Empat Besar Ekonomi Dunia pada 2045 -  http://rumahberita.id/2019/04/jokowi-optimis-indonesia-masuk-empat-besar-ekonomi-dunia-pada-2045/Â â€¦ pic.twitter.com/7aL4pgAlRS,jokowi optimis indonesia masuk ekonomi dunia pic twitter com 7al4pgalrs
negatif,"#PrabowoSalahkanSBY Pak @jokowi menjelaskan apa yang telah capres 02 paparkan dalam persoalan keuangan dan Investasi itu sangat membahayakan dan sangat di luar nalar, yang akan mengakibatkan Shock Ekonomi, tentunya kita tidak ingin hal itu terjadi,",#prabowosalahkansby @jokowi capres papar uang investasi sangat bahaya sangat nalar akibat shock ekonomi tidak
netral,"Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.   https://bit.ly/2PbAB5SÂ  Jokowi tidak bersalah. #PrabowoSalahkanSBY @jokowi tidak bersalah",wowo debat orientasi ekonomi indonesia tidak jalur akibat ulah presiden2 @jokowi jokowi tidak salah #prabowosalahkansby @jokowi tidak salah
netral,"Dalam debat, Om Wowo menilai kegagalan perekonomian saat ini bukan hanya menjadi tanggung jawab capres petahana @jokowi  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",debat om wowo nilai gagal ekonomi bukan tanggung capres tahana @jokowi kacau #prabowosalahkansby @bocahsosmed @sukangetweet @saaebunglon
netral,"Harga tiket pesawat yang tinggi,telah mengurungkan banyak niat orang melakukan pencoblosan dimana terdaftar sebagai pemilih,artinya hak suara mereka hilang karena tidak mampu membeli tiket pesawat,sementara tidak bisa melalui jalan darat.@jokowi @BudiKaryaS @kemenhub151",harga tiket pesawat urung niat orang coblos mana daftar pilih hak suara hilang tidak beli tiket pesawat tidak jalan darat @jokowi @budikaryas @kemenhub151
negatif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden sebelum @jokowi . Lah, ekonomi Indonesia masa Pak @jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/0zS1dmjUly",wowo salah arah ekonomi akibat deindustrialisasi salah presiden @jokowi ekonomi indonesia @jokowi tuh ngehoaks salah presiden #prabowosalahkansby pic twitter com 0zs1dmjuly
negatif,"bapak sumantri dari senayan curhat sama saya, jaman sebelum jokowi presiden, harga pajama drive cuma 50 ribu, sekarang jadi 80 ribu",sumantri senayan curhat jaman jokowi presiden harga pajama drive ribu ribu
negatif,"Pak Sandi, mohon dicatat Pak... keluhan saya Ponidibiar beso2 bapak bisa sampaikan di pidato atau mana2.. saya mengeluh di rejim ini Harga @ROLEX kok naik naik terus, dan persediannya utk type2 tertentu kok kosong trus pak.. dengarkan keluhan Pak Ponidi dan temen2 seIndonesia",sandi mohon catat keluh ponidibiar beso2 pidato mana2 keluh rejim harga @rolex dian type2 kosong trus dengar keluh ponidi temen2 indonesia
netral,"Ternyata Ini Kelemahan Prabowo dan Sandi, Tak Disangka - Warta Ekonomi  https://www.wartaekonomi.co.id/read223663/ternyata-ini-kelemahan-prabowo-dan-sandi-tak-disangka.htmlÂ â€¦",lemah prabowo sandi tak sangka warta ekonomi
negatif,@Ferdinand_Haean kami iba SBY tidak di hargai oleh prabowo..kami rakyat saja begitu menghargai beliau krn telah memimpin bangsa ini selama 10 tahun tentunya banyak hal yg sdh di lakukan terhadap bangsa ini..tak akan ada anak buah yg tidak marah jika bosny,@ferdinand haean iba sby tidak harga prabowo rakyat harga beliau pimpin bangsa sdh laku bangsa tak anak buah tidak marah bosny
netral,Pengusaha Puji Kinerja Ekonomi di Era Jokowi #01IndonesiaMaju #KerjaNyataJokowi https://economy.okezone.com/read/2019/04/11/320/2042231/pengusaha-puji-kinerja-ekonomi-di-era-jokowiÂ â€¦,usaha puji kerja ekonomi era jokowi #01indonesiamaju #kerjanyatajokowi
netral,"Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY",wowo debat orientasi ekonomi indonesia tidak jalur akibat ulah presiden2 @jokowi #prabowosalahkansby
negatif,Gaji kecil gadiambil tp tunjangan milyaran/bln diambil kan MUNAFIK Jd Pres bisa KKN Monopoli Markup u lunasin utng Petusahaan Wo rugi 14T uno saratoga rugi 6T Urus Perusahaan sj rugi ntar urus Neg Punah #02menangRadikalOrbaAsengBerkuasa #WoWinPANCASiLAvsKilafahWAR #WoWinIndPunah pic.twitter.com/S0mpVULJDE,gaji gadiambil tunjang milyaran bln ambil munafik jd pres kkn monopoli markup u lunasin utng petusahaan wo rugi 14t uno saratoga rugi 6t urus usaha sj rugi ntar urus neg punah #02menangradikalorbaasengberkuasa #wowinpancasilavskilafahwar #wowinindpunah pic twitter com s0mpvuljde
positif,Sudah terbukti di wagub DKI gaji gak diambil..... Emang debat jualan bakso anaknya diangkat...... Saham games juga diangkat. Emang rakyat kenyang main games.... Kocak betul kelas presiden,bukti wagub dki gaji nggak ambil emang debat jual bakso anak angkat saham games angkat emang rakyat kenyang main games kocak kelas presiden
negatif,"Jdi bung @RachlanNashidik , ekonomi indonesia hancur itu ulah SBY ya, bkn Jokowi. SBY dua periode tdk mampu mmbuat rakyat sejahtera.. Ekonomi bobrok...itu kata pk Prabowo yg dismpaiknnya penuh semgat. #jgnpilihdemokrat",jdi @rachlannashidik ekonomi indonesia hancur ulah sby ya bukan jokowi sby periode tidak mmbuat rakyat sejahtera ekonomi bobrok pk prabowo dismpaiknnya penuh semgat #jgnpilihdemokrat
netral,"Ketua TKN @jokowi @KHMarufAmin_ Erick Thohir, menyayangkan pernyataan calon oposisi Om Wowo yang menyalahkan para presiden sebelum Jokowi soal perekonomian negara.  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",ketua tkn @jokowi @khmarufamin erick thohir sayang nyata calon oposisi om wowo salah presiden jokowi ekonomi negara kacau #prabowosalahkansby @bocahsosmed @sukangetweet @saaebunglon
positif,Gaji prabowo dan sandi akan disumbangkan... Inilah pemimpin  #2019GantiPresiden,gaji prabowo sandi sumbang pimpin #2019gantipresiden
negatif,Ketika petinggi partai demokrat menerima kenyataan hinaan prabowo terhadap SBY itu pertanda SBY sdh tidak di hargai oleh kadernya dan marwah Partai Demokrat jatuh tersungkur dan mencederai perjuangan demokrat  https://twitter.com/SalmaBrecht/status/1117124674020753408Â â€¦,petinggi partai demokrat terima nyata hina prabowo sby tanda sby sdh tidak harga kader marwah partai demokrat jatuh sungkur cedera juang demokrat
netral,"Jokowi-Prabowo Takut Blunder, Masalah Ekonomi Tak Terkupas #DebatPilpres2019 #DebatTerakhirPilpres2019 http://cnn.id/386178?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦",jokowi prabowo takut blunder ekonomi tak kupas #debatpilpres2019 #debatterakhirpilpres2019
positif,Sy paham maksuf pak @prabowo  Dia tdk bermaksud untuk serang pak @SBYudhoyono  Dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama . Masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil,paham maksuf @prabowo tidak serang @sbyudhoyono hny bhw strategi ekonomi hrs rubah sistem sby tumbuh bagus lbh diaebabkan sby py posisi kuat politik keepmimpinannya efektif n stabil
